1	longitude	latitude	housename	housenumber	street	city	postcode	name	name_cy	is_in	place	alt_name	open_hours	phone	shop	url
378	-4.6587062	52.0863806	Plantaganet Garage		North Road	Cardigan / Aberteifi	SA43 1BJ	Robin's Taxis						+44 1239 612 190		
379	-4.6613666	52.0839483				Cardigan / Aberteifi	SA43 1JL	Cardigan Guildhall Market								
380	-4.661387	52.0841349						Upper Mwldan Toilets								
381	-4.6578581	52.0853919		1	Napier Street	Cardigan / Aberteifi	SA43 1ED									
382	-4.6578239	52.0853643		2	Napier Street	Cardigan / Aberteifi	SA43 1ED									
383	-4.6577828	52.0853256		3	Napier Street	Cardigan / Aberteifi	SA43 1ED									
384	-4.6577469	52.0852782	Penrith	4	Napier Street	Cardigan / Aberteifi	SA43 1ED									
385	-4.657715	52.0852371	Holmwood	5	Napier Street	Cardigan / Aberteifi	SA43 1ED									
386	-4.6576865	52.0851994	Arwell	6	Napier Street	Cardigan / Aberteifi	SA43 1ED									
387	-4.6575699	52.0851842		7	Napier Gardens	Cardigan / Aberteifi	SA43 1ED									
388	-4.6551925	52.0862616		1	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
389	-4.6551225	52.0862034		2	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
390	-4.6550086	52.0861177		3	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
391	-4.6549339	52.0860614		4	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
392	-4.6575932	52.0847841	Maenayron		Napier Street	Cardigan / Aberteifi	SA43 1ED	Maenayron								
393	-4.6576497	52.0848341	Rosemont		Napier Street	Cardigan / Aberteifi	SA43 1ED									
394	-4.6578512	52.0849589	Delfryn		Napier Street	Cardigan / Aberteifi	SA43 1ED									
395	-4.6578982	52.0850063	Ennerdale		Napier Street	Cardigan / Aberteifi	SA43 1ED									
396	-4.6579357	52.0850576	Stretford		Napier Street	Cardigan / Aberteifi	SA43 1ED									
397	-4.6579817	52.085109	Bryngogarth		Napier Street	Cardigan / Aberteifi	SA43 1ED									
398	-4.6580371	52.0851631	Y Gorlan		Napier Street	Cardigan / Aberteifi	SA43 1ED									
399	-4.658125	52.0852438	Glasgoed		Napier Street	Cardigan / Aberteifi	SA43 1ED									
400	-4.6581711	52.0852906	Myrtle House		Napier Street	Cardigan / Aberteifi	SA43 1ED									
401	-4.658215	52.0853319	Brynhedydd		Napier Street	Cardigan / Aberteifi	SA43 1ED									
402	-4.6582585	52.0853665	Richmond		Napier Street	Cardigan / Aberteifi	SA43 1ED									
403	-4.6582821	52.085424	Woodville		Napier Street	Cardigan / Aberteifi	SA43 1ED									
404	-4.6598225	52.0860205						Bingham Lane								
405	-4.6598694	52.0857985			Bath House Road	Cardigan / Aberteifi	SA43 1JY	Small World Centre						+44 1239 615 952		
406	-4.6606122	52.083207			Chancery Lane	Cardigan		Chancery Lane Toilets								
407	-4.6610952	52.0839018						Guildhall Quadrangle			square					
408	-4.6540261	52.0870031	Bellglade	119	North Road	Cardigan / Aberteifi	SA43 1LT									
409	-4.6541115	52.0869753		117	North Road	Cardigan / Aberteifi	SA43 1LT									
410	-4.654343	52.0869206	Capenor	109	North Road	Cardigan / Aberteifi	SA43 1LT									
411	-4.6544004	52.0868918	Roxburgh	107	North Road	Cardigan / Aberteifi	SA43 1LT									
412	-4.6546207	52.0868375		99	North Road	Cardigan / Aberteifi	SA43 1LT									
413	-4.6546795	52.0868058		97	North Road	Cardigan / Aberteifi	SA43 1LT									
414	-4.6547476	52.0868044	Llwynnon	95	North Road	Cardigan / Aberteifi	SA43 1LT									
415	-4.6541844	52.0869682	Tegfan	115	North Road	Cardigan / Aberteifi	SA43 1LT									
416	-4.6542108	52.0869397		113	North Road	Cardigan / Aberteifi	SA43 1LT									
417	-4.6544401	52.0868631		105	North Road	Cardigan / Aberteifi	SA43 1LT									
418	-4.6544809	52.0868452	Sarnau House	103	North Road	Cardigan / Aberteifi	SA43 1LT									
419	-4.6545398	52.0868236	Tegfryn	101	North Road	Cardigan / Aberteifi	SA43 1LT									
420	-4.6610894	52.0847198						Greenfield Square								
421	-4.6610735	52.0841646		2	Pendre	Cardigan / Aberteifi	SA43 1JL	Canolfan Teifi & Shopping Arcade								
422	-4.6606863	52.0844814		7	Pendre	Cardigan / Aberteifi	SA43 1JL	Tabernacle Calvinistic Methodist								
423	-4.6606377	52.0843421	Adelphi Buildings	6	Pendre	Cardigan / Aberteifi	SA43 1JL	Yum Yum Sweets						+44 1239 621201	confectionery	
424	-4.6607396	52.0842865		5	Pendre	Cardigan / Aberteifi	SA43 1JL								vacant	
425	-4.6608101	52.0842099		4	Pendre	Cardigan / Aberteifi	SA43 1JL	The Bell Hotel						+44 1239 612629		
426	-4.6608134	52.0841421		3	Pendre	Cardigan / Aberteifi	SA43 1JL	Boots						+44 1239 621578	chemist	
427	-4.6604716	52.08452		7	Pendre	Cardigan / Aberteifi	SA43 1JL									
428	-4.6604379	52.0845621	Empire House	8	Pendre	Cardigan / Aberteifi	SA43 1JL	Tonnau						+44 1239 612838	water_sports	https://www.facebook.com/Tonnausurf/
429	-4.6603946	52.0845997		9	Pendre	Cardigan / Aberteifi	SA43 1JL	Mobile Phone Repair Shop							mobile_phone	https://www.phonerepairsuk.co.uk/phone-repair-in-cardigan/
430	-4.6586493	52.0859074	Belmont		Pendre	Cardigan / Aberteifi	SA43 1JU									
431	-4.658736	52.0858636	Gwynfryn		Pendre	Cardigan / Aberteifi	SA43 1JU									
432	-4.6587947	52.0858416	Pantycelyn		Pendre	Cardigan / Aberteifi	SA43 1JU									
433	-4.6593383	52.0857418	Bingham House		Pendre	Cardigan / Aberteifi	SA43 1JU	Taylor Lewis						+44 1239 621999		
434	-4.6603474	52.0846356		10	Pendre	Cardigan / Aberteifi	SA43 1JL	Get Connected						+44 1239 613313	mobile_phone	
435	-4.6603148	52.0846716		10a	Pendre	Cardigan / Aberteifi	SA43 1JL	Sugar Craft						+44 1239 613103	cake_decorations	
436	-4.6602735	52.0847193	Treflyn	11	Pendre	Cardigan / Aberteifi	SA43 1JL	The Crafter's Cwtch						+44 1239 595556	art	
437	-4.6602254	52.0847813		12	Pendre	Cardigan / Aberteifi	SA43 1JL	mundos						+44 1239 613486	gift	
438	-4.6601454	52.0848623		13-14	Pendre	Cardigan / Aberteifi	SA43 1JL	Food For Thought						+44 1239 621 863		
439	-4.6600827	52.0849356		15	Pendre	Cardigan / Aberteifi	SA43 1JL								vacant	
440	-4.6600884	52.0849953		16	Pendre	Cardigan / Aberteifi	SA43 1JL	Pendre Café						+44 1239 613193		
441	-4.6590413	52.0839792			William Street	Cardigan / Aberteifi	SA43 1EL	Bethania Baptist Chapel								
442	-4.6595325	52.0837528			Priory Street	Cardigan / Aberteifi	SA43 1BU	Mount Zion Baptist Church						+44 1239 612167		
443	-4.6581938	52.0840205			Feidrfair	Cardigan / Aberteifi	SA43 1DU									
444	-4.6612002	52.0828008						Black Lion Mews								
445	-4.6610806	52.0827901						Black Lion Mews								
446	-4.6600981	52.0851564						Bath House Road								
447	-4.6610399	52.0868782			Bath House Road	Cardigan / Aberteifi	SA43 1JY							+44 370 6060699		http://www.mawwfire.gov.uk/English/Area/Ceredigion-Command/Pages/Cardigan.aspx
448	-4.6543668	52.0874225			Gwbert Road	Cardigan / Aberteifi	SA43 1PH	Cardigan Bowling Club	Clwb Bowlio Aberteifi					+44 1239 615062		
449	-4.654205	52.0878019			Gwbert Road	Cardigan / Aberteifi	SA43 1PH	Indoor Bowls	Bowlio Dan Do					+44 1239 615062		
450	-4.6544319	52.0884755	Clubhouse Sports Pavilion		Gwbert Road	Cardigan / Aberteifi	SA43 1PH	Cardigan Rugby Football Club	Clwb Rygbi Aberteifi					+44 1239 612390		
451	-4.6568476	52.0840889	Cardigan Swimming Pool & Leisure Complex		Napier Street	Cardigan / Aberteifi	SA43 1EH	Cardigan Swimming Pool	Pwll Nofio Aberteifi					+44 1239 613632		
452	-4.6570934	52.0835202	British Telecom Telephone Exchange		Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DN	Telephone Exchange								
453	-4.6566819	52.0833089			Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DR	St Mary's Old School Hall	Neuadd Hen Ysgol Santes Fair							
454	-4.6561702	52.0835209			Pont-y-Cleifion	Cardigan / Aberteifi	SA43 1DW	Cardigan Ambulance Station								
455	-4.656418	52.0837192						Ambulance Station Garages								
456	-4.6562267	52.0836598			Pont-y-Cleifion	Cardigan / Aberteifi										
457	-4.6578848	52.0829971		5-6	Finch's Square	Cardigan / Aberteifi	SA43 1BS	Finch Square Cafe	Sgwâr Caffi Finch					+44 1239 612835		
458	-4.6578906	52.0828837		4	Finch's Square	Cardigan / Aberteifi	SA43 1BS	Lamb Inn						+44 1239 613276		
459	-4.6574528	52.0830351			Finch's Square	Cardigan / Aberteifi		"Finch's Square, Cardigan"	"Aberteifi, Sgwâr Finch"							
460	-4.6572729	52.0827044	Cardigan Delivery Office		Finch's Square	Cardigan / Aberteifi	SA43 1BS	Royal Mail								
461	-4.6571849	52.0821525						Gloster Row Car Park								
462	-4.6577444	52.0828611		3	Finch's Square	Cardigan / Aberteifi	SA43 1BS									
463	-4.657693	52.0828176		2	Finch's Square	Cardigan / Aberteifi	SA43 1BS	Ali's Tandoori						+44 1239 621069		
464	-4.6576271	52.0827702		1	Finch's Square	Cardigan / Aberteifi	SA43 1BS	Romino's Pizza						+44 1239 614142		https://www.facebook.com/RominosPizzaKebab/
465	-4.6523597	52.0834393	Maes-y-Deri		Pont-y-Cleifion	Cardigan	SA43 1DR									
466	-4.6579451	52.0917002						Afon Mwldan								
467	-4.6593933	52.0902701						Afon Mwldan								
468	-4.6573831	52.0920812						Afon Mwldan								
469	-4.6654857	52.0823333			Quay Street	Cardigan	SA43 1HR	Shampan Indian Restaurant						+44 1239 621444		
470	-4.6572823	52.0827236						Royal Mail								
471	-4.6607212	52.0874252						Upper Bathhouse Car Park								
472	-4.6516921	52.0864782			Rhos-y-Dre	Cardigan / Aberteifi	SA43 1BT	Yr Hafod						+44 1239 612651		https://www.ceredigion.gov.uk/index.cfm?articleid=3547
473	-4.6540568	52.0859443						Maes-yr-Haf								
474	-4.66112	52.0827157			High Street	Cardigan / Aberteifi	SA43 1HJ	Black Lion Hotel						+44 1239 612532		https://en-gb.facebook.com/TheBlackLionHotel/
475	-4.6606429	52.0827821		1	Black Lion Mews	Cardigan / Aberteifi	SA43 1HJ	Tigers Eye						+44 1239 615498	gift	https://www.facebook.com/tigerseyecardigan/
476	-4.6607069	52.0827131		4-5	Black Lion Mews	Cardigan / Aberteifi	SA43 1HJ	Go Mango Wholefoods						+44 1239 614727	spices	https://www.facebook.com/GoMangoWholefoods/
477	-4.6603577	52.0829555						Chancery Lane Car Park								
478	-4.6620228	52.083986						Afon Mwldan								
479	-4.6605703	52.0833318		2	High Street	Cardigan / Aberteifi	SA43 1JQ	The Original Factory Shop						+44 1239 623883	variety_store	https://www.tofs.com/storelocator/store/index/id/33/
480	-4.6597382	52.0863142			Bath House Road	Cardigan / Aberteifi	SA43 1JY	Llysowen						+44 1239 621790		http://www.housingcare.org/housing-care/facility-info-85334-llys-owen-cardigan-wales.aspx
481	-4.6597825	52.0880473			Bath-House Road	Cardigan / Aberteifi	SA43 1JZ	Maes Mwldan						+44 1239 621800		http://www.fha-wales.com/looking-for-a-home/rent-a-home/extra-care/maes-mwldan/
482	-4.6587072	52.0854769	Rhosydre	27	North Road	Cardigan / Aberteifi	SA43 1LA									
483	-4.6587887	52.0854457	Llys-Peris	28	North Road	Cardigan / Aberteifi	SA43 1LA									
484	-4.6589369	52.0854102		29-30	Pendre	Cardigan / Aberteifi	SA43 1LA	New Image Bicycles						+44 1239 621275	bicycle	
485	-4.6588406	52.0855933						Pendre								
486	-4.6605045	52.0858636			Bath House Road	Cardigan / Aberteifi	SA43 1JY	Theatr Mwldan						+44 1239 621200		
487	-4.659754	52.0848294		42	Pendre	Cardigan / Aberteifi	SA43 1JS	West Wales Dog Charity						+44 1239 615908	charity	
488	-4.6598114	52.0847628		43	Pendre	Cardigan / Aberteifi	SA43 1JS	Greggs						+44 1239 615355		
489	-4.6599071	52.084733		44	Pendre	Cardigan / Aberteifi	SA43 1JS	Sacco's							wallpaper	
490	-4.6599488	52.084704		45	Pendre	Cardigan / Aberteifi	SA43 1JS	Personalize That						+44 1239 615638	trophy	https://www.facebook.com/Personalize-that-1119716248048973/
491	-4.6602308	52.0843809		51	Pendre	Cardigan / Aberteifi	SA43 1JS	The Hope & Anchor								https://www.facebook.com/hopeandanchorcardigan/?rf=102131443183710
492	-4.6599498	52.0843547						The Hope & Anchor								
493	-4.6601851	52.0844519		50	Pendre	Cardigan / Aberteifi	SA43 1JS	Commercial Bar & Grill								
494	-4.6603057	52.0843037		52	Pendre	Cardigan / Aberteifi	SA43 1JS	Llinos Hair & Beauty	Gwallt A Harddu Llinos						hairdresser	https://www.facebook.com/Llinos-Hair-Care-231023607056233/
495	-4.6600013	52.0844804		49	Pendre	Cardigan / Aberteifi	SA43 1JS	Happy City Chinese Restaurant						+44 1239 612273		
496	-4.6584861	52.0859329	Charlton House	2	North Road	Cardigan / Aberteifi	SA43 1AA									
497	-4.658433	52.0859494		4	North Road	Cardigan / Aberteifi	SA43 1AA									
498	-4.6593947	52.0860291	Stanley House Lodge		Pendre	Cardigan / Aberteifi	SA43 1JU									
499	-4.6589186	52.0861717	Stable Cottage	6	Pendre	Cardigan / Aberteifi	SA43 1JU									
500	-4.6606442	52.0851853						Afon Mwldan								
501	-4.6710874	52.0838897						Cardigan Sewage Works								
502	-4.6645335	52.0845939						Changing room								
503	-4.6644898	52.0845021						Changing room								
504	-4.6636969	52.0840651						Cardigan Skateboard Park								
505	-4.6549067	52.094892	Tregibby		Gwbert Road	Cardigan	SA43 1PH									
506	-4.6940542	52.0667686	Penawaun				SA43 3NR									
507	-4.6991057	52.0641064	Hafod y Bryn													
508	-4.6547944	52.0867809	Gwynlys	93	North Road	Cardigan / Aberteifi	SA43 1LT									
509	-4.6548472	52.0867751		91	North Road	Cardigan / Aberteifi	SA43 1LT									
510	-4.6549066	52.0867504		89	North Road	Cardigan / Aberteifi	SA43 1LT									
511	-4.6549559	52.0867308	Kenfield	87	North Road	Cardigan / Aberteifi	SA43 1LT									
512	-4.6550102	52.0867059		85	North Road	Cardigan / Aberteifi	SA43 1LT									
513	-4.6550624	52.0866943		83	North Road	Cardigan / Aberteifi	SA43 1LT									
514	-4.6551121	52.0866776		81	North Road	Cardigan / Aberteifi	SA43 1LT									
515	-4.6551376	52.0866351		79	North Road	Cardigan / Aberteifi	SA43 1LT									
516	-4.6552009	52.0865969		77	North Road	Cardigan / Aberteifi	SA43 1LT									
517	-4.6552484	52.0865535	Appleby House	75	North Road	Cardigan / Aberteifi	SA43 1LT									
518	-4.6553144	52.0865424	Wiston	73	North Road	Cardigan / Aberteifi	SA43 1LT									
519	-4.6553896	52.0865307	Grange House	71	North Road	Cardigan / Aberteifi	SA43 1LT									
520	-4.6554594	52.0864958	Brynawel	69	North Road	Cardigan / Aberteifi	SA43 1LT									
521	-4.6518185	52.0903004		91	Maesglas	Cardigan / Aberteifi	SA43 1BQ	Cardigan Toy Library						+44 1239 613933		http://fis.ceredigion.gov.uk/hom/child-development/toy-library/
522	-4.6585901	52.0831415			Morgan Street	Cardigan / Aberteifi	SA43 1DG	Ceredigion Council Offices						+44 1545 574280		https://www.ceredigion.gov.uk/resident/contact/customer-service-centres-local-offices/
523	-4.6584052	52.0830754	Tivy Garage		Priory Street	Cardigan / Aberteifi	SA43 1BT	T.M. Daniel						+44 1239 612089	car_repair	
524	-4.6589728	52.0832431			Priory Street	Cardigan / Aberteifi	SA43 1BU	Crwst						+44 1239 613333		
525	-4.6520536	52.090346						Maesglas								
526	-4.6621347	52.081763	New Life Christian Centre		Quay Street	Cardigan / Aberteifi	SA43 1HU	New Life Church						+44 1239 621253		
527	-4.6632367	52.0818202	2 Royal Oak		Quay Street	Cardigan / Aberteifi	SA43 1HR	Abdul's Tandoori Spice						+44 1239 615371		
528	-4.6631392	52.0818612	1 Royal Oak		Quay Street	Cardigan / Aberteifi	SA43 1HR	Cardigan Mosque						+44 7463 394459		
529	-4.6577012	52.0830469						Finch's Square								
530	-4.657526	52.084922						Napier Street	Heol Napier							
531	-4.655382	52.0862878						Maes-yr-Haf								
532	-4.653237	52.0864732						Rhos-y-Dre								
533	-4.65309	52.084707						Bro Teifi								
534	-4.6511138	52.0856702						Heol Hafod								
535	-4.6545521	52.0851036	Penralltddu		Napier Street	Cardigan / Aberteifi										
536	-4.6606206	52.079993			Castle Street	Cardigan / Aberteifi	SA43 3AA	Fusion Bar and Restaurant								https://www.facebook.com/FusionCardigan/
537	-4.663946	52.0821064						Afon Mwldan								
538	-4.657344	52.0845082						Napier Street	Heol Napier							
539	-4.6575342	52.0846306	Caerhuan	8	Napier Street	Cardigan / Aberteifi	SA43 1ED									
540	-4.6576847	52.0845532	Homeleigh	9	Napier Street	Cardigan / Aberteifi	SA43 1ED									
541	-4.6595716	52.0848811						Private Car Park								
542	-4.6591809	52.0846145						Health Centre Car Park								
543	-4.6578583	52.0844419	Broaber	1	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
544	-4.6579315	52.0844149		2	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
545	-4.6580022	52.0843895		3	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
546	-4.6580684	52.0843643		4	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
547	-4.6581292	52.0843427		5	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
548	-4.6582128	52.0843422	Dolau	6	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
549	-4.6582831	52.0843183	Brodeifi	7	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
550	-4.6583467	52.0842946		8	Williams Terrace	Cardigan / Aberteifi	SA43 1EJ									
551	-4.6582213	52.0856991	Clarington	1	North Road	Cardigan / Aberteifi	SA43 1LS									
552	-4.6581334	52.0857293		3	North Road	Cardigan / Aberteifi	SA43 1LS									
553	-4.6580536	52.0857554	North Gate House	5	North Road	Cardigan / Aberteifi	SA43 1LS									
554	-4.6579806	52.0857865	Kilhue	7	North Road	Cardigan / Aberteifi	SA43 1LS									
555	-4.6579089	52.0858144	Bryngwyn	9	North Road	Cardigan / Aberteifi	SA43 1LS									
556	-4.6578264	52.0858403	Mayola	11	North Road	Cardigan / Aberteifi	SA43 1LS									
557	-4.658255	52.0860145	Rosevale	8	North Road	Cardigan / Aberteifi	SA43 1AA									
558	-4.658195	52.0860386	Huenydd	10	North Road	Cardigan / Aberteifi	SA43 1AA									
559	-4.6581365	52.0860599		12	North Road	Cardigan / Aberteifi	SA43 1AA									
560	-4.6580664	52.0860839		14	North Road	Cardigan / Aberteifi	SA43 1AA									
561	-4.6556911	52.0865203		67	North Road	Cardigan / Aberteifi	SA43 1LS									
562	-4.6559549	52.0864301		61	North Road	Cardigan / Aberteifi	SA43 1LS									
563	-4.6560173	52.0863982		59	North Road	Cardigan / Aberteifi	SA43 1LS									
564	-4.6560984	52.0863785		57	North Road	Cardigan / Aberteifi	SA43 1LS									
565	-4.6561814	52.0863815		55	North Road	Cardigan / Aberteifi	SA43 1LS									
566	-4.6562516	52.0863626		53	North Road	Cardigan / Aberteifi	SA43 1LS									
567	-4.6563162	52.0863492		51	North Road	Cardigan / Aberteifi	SA43 1LS									
568	-4.6563664	52.0863056	Ty Rhos	49	North Road	Cardigan / Aberteifi	SA43 1LS									
569	-4.6562761	52.086186		49B	North Road	Cardigan / Aberteifi	SA43 1LS									
570	-4.6565117	52.0863193		47	North Road	Cardigan / Aberteifi	SA43 1LS									
571	-4.6564897	52.0862767		47A	North Road	Cardigan / Aberteifi	SA43 1LS									
572	-4.6564495	52.0862385		47B	North Road	Cardigan / Aberteifi	SA43 1LS									
573	-4.656406	52.0861833		47C	North Road	Cardigan / Aberteifi	SA43 1LS									
574	-4.656596	52.0862701		45	North Road	Cardigan / Aberteifi	SA43 1LS									
575	-4.6566739	52.0862535	Brynhaf	43	North Road	Cardigan / Aberteifi	SA43 1LS									
576	-4.6567456	52.0862277		41	North Road	Cardigan / Aberteifi	SA43 1LS									
577	-4.656811	52.0861969		39	North Road	Cardigan / Aberteifi	SA43 1LS									
578	-4.6568916	52.0861695	Woodlands	37	North Road	Cardigan / Aberteifi	SA43 1LS									
579	-4.6569488	52.0861243		35	North Road	Cardigan / Aberteifi	SA43 1LS	Cardi Laundrette						+44 7766 765556	laundry	
580	-4.6570672	52.0860954		33	North Road	Cardigan / Aberteifi	SA43 1LS								vacant	
581	-4.6571577	52.0860702		31	North Road	Cardigan / Aberteifi	SA43 1LS									
582	-4.6572161	52.0860254		29	North Road	Cardigan / Aberteifi	SA43 1LS	Glans Radio & TV						+44 1239 612484	electronics	
583	-4.6573128	52.0860322		27	North Road	Cardigan / Aberteifi	SA43 1LS									
584	-4.6574099	52.0860403		25	North Road	Cardigan / Aberteifi	SA43 1LS	Argraffwyr E L Jones						+44 1239 612251		
585	-4.6572853	52.0858946						Argraffwyr E L Jones								
586	-4.6574874	52.0859629		21	North Road	Cardigan / Aberteifi	SA43 1LS									
587	-4.6574506	52.0860013		23	North Road	Cardigan / Aberteifi	SA43 1LS									
588	-4.6575763	52.0859536		19	North Road	Cardigan / Aberteifi	SA43 1LS									
589	-4.657582	52.085887		17	North Road	Cardigan / Aberteifi	SA43 1LS									
590	-4.6576968	52.0859123		15	North Road	Cardigan / Aberteifi	SA43 1LS									
591	-4.6577663	52.0858878	Bodowen	13	North Road	Cardigan / Aberteifi	SA43 1LS									
592	-4.6636014	52.081745			Quay Street	Cardigan / Aberteifi	SA43 1HR	Fisherman's Rest	Gorffwysfa'r Pysgotwyr					+44 1239 612359		https://www.facebook.com/FishermansRest/
593	-4.6593511	52.0850163	Imperial Mall	35	Pendre	Cardigan / Aberteifi	SA43 1JS								vacant	
594	-4.6595349	52.0850864		36	Pendre	Cardigan / Aberteifi	SA43 1JS	Save Easy Credit Union						+44 1239 614868		
595	-4.6595282	52.0850121		38	Pendre	Cardigan / Aberteifi	SA43 1JS									
596	-4.6596241	52.0850553		38	Pendre	Cardigan / Aberteifi	SA43 1JS									
597	-4.6618108	52.0839869		17	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ								vacant	
598	-4.6619615	52.0838989	Moose Hall	15	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ	Moose Hall Lodge 140						+44 1239 614017		https://www.facebook.com/Cardigan-Moose-Lodge-140-1787907271479831/
599	-4.6620611	52.08383		13-15	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ	The Projects						+44 1239 621253	charity	http://newlifewales.org.uk/ministries/the-projects-2/
600	-4.66157	52.0838152		1	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
601	-4.6616391	52.0838201	Godre'r Graig	2	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ									
602	-4.6617299	52.0838195		3	Queen's Terrace	Cardigan / Aberteifi	SA43 1LJ	Top Tan						+44 1239 612022	beauty	https://www.facebook.com/toptancardigan/
603	-4.6616469	52.0838921						Queen's Terrace								
604	-4.6618734	52.0838294						Queen's Terrace								
605	-4.6603106	52.0825181		7	St. Mary Street	Cardigan / Aberteifi	SA43 1HB	Morgan & RIchardson Solicitors	Cyfreithwyr Morgan & Richardson					+44 1239 612302		
606	-4.6601616	52.0824976		8	St. Mary Street	Cardigan / Aberteifi	SA43 1HB									
607	-4.6599837	52.0824958	Bronwydd House	9	St. Mary Street	Cardigan / Aberteifi	SA43 1HB	Kinora						+44 1239 612056		
608	-4.6601444	52.0825867			Chancery Lane	Cardigan / Aberteifi	SA43 1HD									
609	-4.6595016	52.0827342	Teifi Warehouse		Pwllhai	Cardigan / Aberteifi	SA43 1DB	J Gerallt Davies & Son						+44 1239 612 336	trade	
610	-4.6598845	52.0825827	The Workshop		Pwllhai	Cardigan / Aberteifi	SA43 1DB	Twisted Edge						+44 7931 772307		
611	-4.6600248	52.0827364	Y Colomendy		Pwllhai	Cardigan	SA43 1DB	El Salsa						+44 1239 613705		
612	-4.6600285	52.082832	The Old Market Shed		Pwllhai	Cardigan / Aberteifi	SA43 1DB	CCM House Clearance Store						+44 7968 477128	furniture	https://www.facebook.com/jencamjenny/
613	-4.6595304	52.0829451	Old Britannia Stores		Pwllhai	Cardigan / Aberteifi	SA43 1DB	JigSo Children's Centre	Canolfan Plant JigSo					+44 1239 615922		http://www.jigso.wales/childrens-centre-cardigan
614	-4.6593186	52.0829196	Preswylfa		Pwllhai	Cardigan / Aberteifi	SA43 1DB									
615	-4.6593149	52.0830429		15	Pwllhai	Cardigan / Aberteifi	SA43 1DB									
616	-4.6593978	52.0830548		14	Pwllhai	Cardigan / Aberteifi	SA43 1DB									
617	-4.6594844	52.083124			Pwllhai	Cardigan / Aberteifi	SA43 1DB	Old Police Station Garage								
618	-4.6596162	52.0831162			Pwllhai	Cardigan / Aberteifi	SA43 1DB									
619	-4.6598543	52.0830268			Pwllhai	Cardigan / Aberteifi	SA43 1DB	Eco Shop						+44 7717 473435	second_hand	http://www.naturewise.org.uk/page.cfm?pageid=nw-theecoshops
620	-4.6598204	52.0829252	Y Twr		Pwllhai	Cardigan / Aberteifi	SA43 1DB	4CG						+44 1239 621109		
621	-4.6601146	52.0830454	Gwalia Gardens		Pwllhai	Cardigan / Aberteifi	SA43 1DB	Priory Vets	Milfeddygon y Priordy					+44 1239 612479		
622	-4.6605287	52.0831111			Chancery Lane	Cardigan	SA43 1HD									
623	-4.6592577	52.083197						DMB Davies Client Parking								
624	-4.6603236	52.0833714			Pwllhai	Cardigan / Aberteifi	SA43 1DB	Beauty in Motion						+44 1239 612152	hairdresser	
625	-4.6606237	52.083496		41	High Street	Cardigan / Aberteifi	SA43 1JG	The Travel House	Tŷ Teithio					+44 1239 615060		http://www.travelhouseholidays.co.uk/branch/meet-the-team-cardigan.php
626	-4.6592048	52.0833539	Broyan House		Priory Street	Cardigan / Aberteifi	SA43 1BU	DMB Davies Accountants	DMB Davies Cyfrifyddion					+44 1239 612467		
627	-4.6593796	52.0833345			Priory Street	Cardigan / Aberteifi	SA43 1BU	Old Police Station								
628	-4.6595063	52.0833593	Courthouse		Priory Street	Cardigan / Aberteifi	SA43 1BU	Peter Evans Funeral Director	Trefnwr Angladdau Peter Evens					+44 1239 615266	funeral_directors	
629	-4.6597255	52.0827176						Pwllhai Car Park								
630	-4.6606516	52.0838124		59	Pendre	Cardigan / Aberteifi	SA43 1JR	Well Pharmacy						+44 1239 612416	chemist	https://finder.well.co.uk/store/cardigan-pendr
631	-4.6606132	52.0838062		59	Pendre	Cardigan / Aberteifi	SA43 1JR	Medical Hall								
632	-4.6604809	52.083781		1	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Thomas Cook Travel						+44 1239 611213		
633	-4.6603308	52.0837546		2-3	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Barnardo's						+44 1239 612159	charity	http://www.barnardos.org.uk/shop/cardigan/shop-view.htm?id=SHP-11900
634	-4.6601682	52.0837327		4	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Labels For Less						+44 1239 615704	clothes	https://www.facebook.com/secondgear14/
635	-4.660043	52.0836975		5-6	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Veteran Horse Welfare						+44 1239  881300;+44 1239 623594	charity	
636	-4.6599113	52.0836752		7	Priory Street	Cardigan / Aberteifi	SA43 1BZ	Great Finds							second_hand	
637	-4.6592269	52.0835636		9	Priory Street	Cardigan / Aberteifi	SA43 1BU	DMB Digital								
